Title,Desc,Type,BodyPart,Equipment,Level,Rating,title_id
Barbell Curl,"The barbell curl is an arm exercise that is also one of the most recognizable movements in all of bodybuilding and fitness. It helps build sleeve-popping biceps and allows heavier loading than many other curl variations. It is usually performed in moderate to high reps, such as 8-12 reps per set, as part of the arm-focused portion of any workout.",strength,biceps,barbell,intermediate,9.0,barbell tekukan
Close-grip EZ-bar curl,"The close-grip EZ-bar curl is an exercise targeting the biceps, particularly the long head. The main difference between this exercise and standard EZ-bar curls is that the hands are positioned closer together on the bar. It is thought that this helps build the outer biceps head and the peak. This curl variation is usually performed for moderate to high reps, such as 8-12 reps per set.",strength,biceps,barbell,beginner,8.9,pegangan sempit EZ-bar tekukan
Preacher Curl,"The EZ-bar preacher curl is a classic exercise for building bigger biceps. This move is all about isolation. With the back of the upper arms against the pad, it’s next to impossible to cheat. Go light, get a great pump, and build that peak!",strength,biceps,barbell,intermediate,8.8,tekukan preacher
Barbell Curls Lying Against An Incline,,strength,biceps,barbell,beginner,8.8,barbell tekukan berbaring Against An miring
Seated Close-Grip Concentration Barbell Curl,,strength,biceps,barbell,beginner,8.8,duduk pegangan sempit Concentration barbell tekukan
Close-grip barbell curl,"The close-grip barbell curl is a curl variation where the hands are closer than shoulder width. It is thought that this helps build the outer biceps head and the peak. This curl variation is usually performed for moderate to high reps, such as 8-12 reps per set.",strength,biceps,barbell,beginner,8.6,pegangan sempit barbell tekukan
Drag curl,"The drag curl is a biceps exercise that attempts to remove the influence of the front deltoids on the classic curl. With the elbows kept back, the barbell ""drags"" up the torso. It is usually performed for moderate to high reps, such as 8-15 reps per set, as part of an upper-body or arms-focused workout.",strength,biceps,barbell,beginner,8.5,Drag tekukan
Reverse-grip barbell curl,"The reverse-grip barbell curl is a variation on the biceps curl where the palms face downward. The switch from an underhand to an overhand grip brings the forearm and brachialis muscles more into the exercise. If it is uncomfortable to the wrists, try performing it on the angles of an EZ-curl bar.",strength,biceps,barbell,intermediate,8.2,Reverse-grip barbell tekukan
Lying High Bench Barbell Curl,,strength,biceps,barbell,beginner,5.8,berbaring High bangku barbell tekukan
Seated wide-grip curl to close-grip curl,"The seated wide-grip curl to close-grip curl is a variation on the classic seated dumbbell curl. It is thought that wide-grip curls target the inner head of the biceps more, while close-grip curls target the outer head or peak. This variation allows you to get the benefits of both.",strength,biceps,barbell,beginner,0.0,duduk pegangan lebar tekukan to pegangan sempit tekukan
Seated Straigh-Bar Curl Superset,"The seated wide-grip curl to close-grip curl is a variation on the classic seated dumbbell curl. The variation is that the range of motion changes in alternating fashion—one more traditional, one where you’re bringing the weight in more from the side.",strength,biceps,barbell,beginner,0.0,duduk Straigh-Bar tekukan Superset
Dave Draper Forehead Curl,,strength,biceps,barbell,intermediate,7.9,Dave Draper Forehead tekukan
Reverse-grip EZ-bar curl,"The reverse-grip EZ-bar curl is an exercise targeting the biceps and forearms. Because grip strength is a limitation with this move, it is often performed for moderate to high reps as part of an upper-body or arm-focused workout.",strength,biceps,barbell,intermediate,7.9,Reverse-grip EZ-bar tekukan
EZ-Bar Spider Curl - Gethin Variation,The EZ-bar spider curl is an isolation exercise targeting the biceps and performed face-down on an incline bench. The EZ-bar makes for a more comfortable wrist position.,strength,biceps,barbell,intermediate,7.9,EZ-Bar Spider tekukan - Gethin Variation
Barbell curl-,"The barbell curl is an arm exercise that is also one of the most recognizable movements in all of bodybuilding and fitness. It helps build sleeve-popping biceps and allows heavier loading than many other curl variations. It is usually performed in moderate to high reps, such as 8-12 reps per set, as part of the arm-focused portion of any workout.",strength,biceps,barbell,intermediate,7.9,barbell tekukan-
Paul Carter Barbell Curl,"The barbell curl is an arm exercise that is also one of the most recognizable movements in all of bodybuilding and fitness. It helps build sleeve-popping biceps and allows heavier loading than many other curl variations. It is usually performed in moderate to high reps, such as 8-12 reps per set, as part of the arm-focused portion of any workout.",strength,biceps,barbell,intermediate,7.9,Paul Carter barbell tekukan
Standing band biceps curl,The standing band biceps curl is an arm-focused exercise using a band for resistance. This variation is usually performed for moderate to high reps as part of an arms-focused or upper-body workout.,strength,biceps,barbell,intermediate,7.9,berdiri band bisep tekukan
Close-Grip EZ-Bar Curl - Gethin Variation,"The close-grip EZ-bar curl is an exercise targeting the biceps, particularly the long head. The main difference between this exercise and standard barbell curls is that the hands are positioned closer together on the bar. It is thought that this helps build the outer biceps head and the peak. This curl variation is usually performed for moderate to high reps, like at least 8-12 reps per set.",strength,biceps,barbell,intermediate,7.9,pegangan sempit EZ-Bar tekukan - Gethin Variation
Seated Barbell Curl,,strength,biceps,barbell,intermediate,7.9,duduk barbell tekukan
AM Standing Barbell Curl,"The standing EZ-bar curl is an immenselyp popular exercise targeting the biceps. It is commonly performed for moderate to high reps as part of an upper body or arms-focused workout. Many gyms even have EZ-bars at fixed weights, allowing for easy weight changes.",strength,biceps,barbell,intermediate,7.9,AM berdiri barbell tekukan
EZ-bar preacher curl,"The EZ-bar preacher curl is a classic exercise for building bigger biceps. This move is all about isolation. With the back of the upper arms against the pad, it's next to impossible to use momentum which forces the muscles to work harder.",strength,biceps,barbell,intermediate,7.9,EZ-bar tekukan preacher
30 Arms Standing Barbell Curl,,strength,biceps,barbell,intermediate,7.9,30 lengan berdiri barbell tekukan
30 Arms Incline Biceps Curl,,strength,biceps,barbell,intermediate,7.9,30 lengan miring bisep tekukan
"Bicep Curls ""21s""",,strength,biceps,barbell,intermediate,7.9,"Bicep tekukan ""21s"""
Incline Hammer Curls,,strength,biceps,dumbbell,beginner,9.5,miring Hammer tekukan
Hammer Curls,"This curl is performed simultaneously with dumbbells but without wrist supination. Throughout each rep, the wrists remain neutral, like a carpenter hammering a nail.",strength,biceps,dumbbell,intermediate,9.1,Hammer tekukan
Biceps curl to shoulder press,"The biceps curl to shoulder press is a dumbbell complex that combines two exercises that build and strengthen the biceps and shoulders or deltoids. It is usually performed one rep of each movement at a time, although you could perform more reps of each, or increase the reps in successive rounds (e.g., 1 rep in round 1, 2 reps in round 2, etc.). No matter how you structure the sets and reps, it is a time-efficient way to hit two crucial upper-body muscles in any workout.",strength,biceps,dumbbell,beginner,9.1,bisep tekukan to bahu dorongan
Concentration curl,"The concentration curl is a classic exercise for building the biceps one arm at a time. It can be performed bent over or kneeling, but is more often performed seated on a bench. It's great for emphasizing the biceps peak and is often used to finish a biceps workout. Like most curl variations, these are usually performed for moderate to high reps, such as 8-12 reps per set or more.",strength,biceps,dumbbell,intermediate,9.0,Concentration tekukan
Flexor Incline Dumbbell Curls,,strength,biceps,dumbbell,beginner,9.0,Flexor miring dumbbell tekukan
Dumbbell Bicep Curl,"The dumbbell biceps curl is a single-joint exercise for building bigger and stronger biceps. Popular among gym goers of all experience levels, this move can be done seated or standing. It is generally performed for moderate to high reps, such as 8-12 reps or higher, as part of the arm-focused portion of a workout.",strength,biceps,dumbbell,intermediate,8.9,dumbbell Bicep tekukan
Cross-body hammer curl,"The cross-body hammer curl is a dumbbell exercise that targets the biceps, brachialis, and forearm muscles. Rather than lifting the weights directly in front of the body, you lift them across the torso. Throughout each rep, the wrists remain neutral, like a carpenter hammering a nail. This helps isolate the brachialis muscles on each arm. It is generally performed for moderate to high reps, such as 8-12 reps or more, as part of the arm-focused portion of a workout.",strength,biceps,dumbbell,beginner,8.9,Cross-body hammer tekukan
